age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,classattr
0.5194805194805194,0.36363636363636365,-0.5879161016774954,-0.5905921620143475,0.0,0.09225936484302653,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.05307035380235868,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.33766233766233766,0.8181818181818182,-1.0366591023949254,-0.19091625528712478,0.0,0.07306665698255044,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.030703538023586822,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.19480519480519481,0.18181818181818182,-0.5415250680241402,-0.26050280576715745,0.0,0.07282152779038731,-1.0673205240039496,-0.9278075765156987,-1.0,-0.13333333333333322,0.7272727272727273,0.015453436356242375,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.37662337662337664,0.09090909090909091,-0.6343071353308505,-0.9206815182615377,0.0,0.08647613167977049,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.01870679137860919,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.19480519480519481,1.0,-1.1294411697016358,-0.8510949677815051,0.0,0.0728124489314183,0.0,0.0,-1.0,-0.13333333333333322,0.7272727272727273,0.04026026840178935,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.22077922077922077,0.36363636363636365,-0.5879161016774954,-0.5905921620143475,0.0,0.07490058649428939,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.028263521756811714,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.12987012987012986,0.36363636363636365,-1.0830501360482805,-0.5210056115343149,0.0,0.07686162003159443,-1.0673205240039496,-0.9278075765156987,-1.0,-0.13333333333333322,0.7272727272727273,0.044123627490849936,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.3116883116883117,0.18181818181818182,-0.09278206730671021,-0.6601787124943802,1.0,0.07282152779038731,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.07726718178121188,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.5194805194805194,0.45454545454545453,-0.4951340343707852,0.06958655048003266,0.0,0.07390191200769887,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.010166734444896299,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.3246753246753247,0.8181818181818182,-1.0366591023949254,-0.19091625528712478,0.0,0.07818713344106913,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.011183407889385929,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.2987012987012987,0.0,-0.046391033653355104,-0.3300893562471901,0.0,0.07525466199408058,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.04514030093533957,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.14285714285714285,0.0,-1.0366591023949254,-0.19091625528712478,0.0,0.07634412507036116,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.027856852379015862,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.45454545454545453,0.8181818181818182,-0.5415250680241402,-0.26050280576715745,0.0,0.07285784322626332,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.10512403416022774,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.5194805194805194,0.8181818181818182,-0.6343071353308505,-0.9206815182615377,0.0,0.07344796905924864,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.014436762911752745,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.5064935064935064,0.6363636363636364,-0.5415250680241402,-0.26050280576715745,0.0,0.07427414522542806,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.03538023586823912,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.42857142857142855,0.45454545454545453,-0.4951340343707852,0.06958655048003266,0.0,0.07488242877635139,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.07177714518096787,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.35064935064935066,0.0,-1.1294411697016358,-0.8510949677815051,0.0,0.07292139523904635,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.019926799511996746,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.5064935064935064,0.09090909090909091,-0.4951340343707852,0.06958655048003266,0.0,0.07327547073883754,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.0077267181781211875,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.5454545454545454,0.45454545454545453,-0.4951340343707852,0.06958655048003266,0.0,0.07334810161058958,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.04453029686864579,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.19480519480519481,0.6363636363636364,-0.5415250680241402,-0.26050280576715745,0.0,0.07280337007244929,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.010980073200488003,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.12987012987012986,0.09090909090909091,-0.5415250680241402,-0.26050280576715745,0.0,0.07936738510703975,-1.0673205240039496,-0.9278075765156987,-1.0,-0.13333333333333322,0.7272727272727273,0.05327368849125661,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.4935064935064935,0.36363636363636365,-0.5879161016774954,-0.5905921620143475,0.0,0.07987580120930401,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.03334688897925986,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.18181818181818182,0.09090909090909091,-0.9902680687415704,0.13917310096006533,0.0,0.07301218382873641,-1.0673205240039496,-0.9278075765156987,-1.0,-0.13333333333333322,0.7272727272727273,0.032533550223668155,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.09090909090909091,0.6363636363636364,-0.5415250680241402,-0.26050280576715745,0.0,0.07325731302089954,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.06954046360309069,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.2857142857142857,0.45454545454545453,-0.4951340343707852,0.06958655048003266,0.0,0.07280337007244929,-1.0673205240039496,-0.9278075765156987,-1.0,-0.13333333333333322,0.7272727272727273,0.036803578690524606,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
0.33766233766233766,0.0,-0.5415250680241402,-0.26050280576715745,0.0,0.06942603453597952,-0.9975640502598242,0.06975647374412552,-1.0,-0.13333333333333322,0.7272727272727273,0.03497356649044327,0.0,0.0,-1.2246467991473532e-16,-1.0,0.0
