STG,SCG,STR,LPR,PEG, UNS
0.0,0.0,0.0,0.0,0.0,1.0
0.08080808080808081,0.08888888888888889,-0.07049981051198355,-0.25471478646265233,0.9090909090909092,0.0
0.06060606060606061,0.06666666666666667,-0.016974649574367007,-0.25739259417718896,0.33333333333333337,0.25
0.10101010101010102,0.11111111111111112,-0.06498183770896619,-0.6721507048809031,0.30303030303030304,0.5
0.08080808080808081,0.08888888888888889,0.05437631679903099,-0.9919852010573516,0.24242424242424243,0.25
0.09090909090909091,0.16666666666666666,-0.40289708732637497,-0.1586262780549018,0.6666666666666667,0.5
0.10101010101010102,0.11111111111111112,-0.407458721476649,-0.3530726656214806,0.5656565656565657,0.5
0.15151515151515152,0.022222222222222223,-0.2981801739219433,-0.4499176309462571,0.010101010101010102,1.0
0.20202020202020204,0.15555555555555556,-0.2636188035749806,-0.7714692594384868,0.25252525252525254,0.25
0.0,0.0,-0.49307794241856967,-0.27330315580662495,0.8585858585858586,0.0
0.18181818181818182,0.19999999999999998,-0.5311394254717345,-0.38065513350781843,0.8181818181818182,0.0
0.06060606060606061,0.06666666666666667,-0.47398024995605875,-0.4848249988831246,0.30303030303030304,0.25
0.10101010101010102,0.11111111111111112,-0.4323899351161635,-0.8563901662006862,0.3434343434343435,0.5
0.10101010101010102,0.11111111111111112,-0.7085843750676223,-0.2525892171834122,0.9090909090909092,0.0
0.20202020202020204,0.22222222222222224,-0.6874975415888245,-0.40262983365940774,0.6060606060606061,0.5
0.12121212121212122,0.13333333333333333,-0.7325879691349221,-0.4599682725352693,0.8080808080808082,0.0
0.05050505050505051,0.07777777777777778,-0.7282654196478335,-0.11255130847248307,0.05050505050505051,1.0
0.10101010101010102,0.2777777777777778,-0.09299243288936787,-0.09467146222159047,0.33333333333333337,0.25
0.15151515151515152,0.35555555555555557,-0.014163071777193961,-0.2773980097073217,0.29292929292929293,0.25
0.20202020202020204,0.3222222222222222,-0.19171320416441054,-0.5267571807409008,0.5656565656565657,0.5
0.12121212121212122,0.3111111111111111,-0.09882595406637147,-0.8095108058772957,0.20202020202020204,0.25
0.18181818181818182,0.3333333333333333,-0.3688138863057838,-0.17423675355471666,0.6666666666666667,0.5
0.10101010101010102,0.3,-0.282372228582977,-0.33549290550020916,0.6565656565656566,0.5
0.18181818181818182,0.34444444444444444,-0.27452084730915827,-0.46699308645617793,0.2828282828282829,0.25
0.06060606060606061,0.3222222222222222,-0.25799564798063446,-0.8114800904987522,0.25252525252525254,0.25
0.09090909090909091,0.3333333333333333,-0.6835192595562509,-0.2796673804583994,0.8585858585858586,0.0
0.04040404040404041,0.3111111111111111,-0.5381683699646671,-0.3306415946824866,0.10101010101010102,1.0
0.09090909090909091,0.2833333333333333,-0.5621719640319667,-0.5380206500343436,0.25252525252525254,0.25
0.08080808080808081,0.3611111111111111,-0.5141360568168393,-1.0310832905428076,0.5656565656565657,0.0
0.15151515151515152,0.3055555555555556,-0.8043883857541634,-0.3272552638748699,0.8181818181818182,0.0
0.12121212121212122,0.2722222222222222,-0.7382111247292681,-0.4199574414750038,0.5959595959595959,0.5
0.15151515151515152,0.3277777777777778,-0.6904143021773265,-0.7600495054872602,0.24242424242424243,0.25
0.10101010101010102,0.28444444444444444,-0.6228312522538445,-0.8627543908524605,0.16161616161616163,0.25
0.18181818181818182,0.35555555555555557,-0.014985508558080125,-0.1959113675766848,0.8282828282828283,0.0
0.20202020202020204,0.5,-0.24828902756238594,-0.35110338100002403,0.787878787878788,0.0
0.06060606060606061,0.38888888888888884,-0.06463757025445166,-0.4476961940191252,0.29292929292929293,0.25
0.10101010101010102,0.4666666666666666,-0.12810843627350257,-0.7524245193071093,0.26262626262626265,0.25
0.18181818181818182,0.4444444444444445,-0.32231766986109994,-0.12690102244392143,0.33333333333333337,0.25
0.09090909090909091,0.3666666666666667,-0.28658959527873656,-0.3054847822050101,0.0,1.0
0.19191919191919193,0.4222222222222222,-0.32722357146588865,-0.5458019208722782,0.4545454545454546,0.5
0.020202020202020204,0.3666666666666667,-0.2684195223884406,-0.8129450705088581,0.10101010101010102,0.25
0.20202020202020204,0.5444444444444444,-0.5973166864966297,-0.2879529559076845,0.787878787878788,0.0
0.14141414141414144,0.5444444444444444,-0.5325452143703211,-0.37065242574275203,0.6060606060606061,0.5
0.18181818181818182,0.3666666666666667,-0.5458858493666288,-0.7295370775807106,0.25252525252525254,0.5
0.11616161616161617,0.38888888888888884,-0.6395955362455541,-0.3652968103136789,0.04040404040404041,1.0
0.17171717171717174,0.39999999999999997,-0.8142289080442691,-0.25723630951940535,0.6666666666666667,0.5
0.10101010101010102,0.43333333333333335,-0.7382111247292681,-0.4199574414750038,0.6262626262626263,0.5
0.13131313131313133,0.43333333333333335,-0.8326093465172225,-0.5046261959315279,0.7777777777777778,0.0
0.18181818181818182,0.37777777777777777,-0.6402840711545833,-0.8142058320372346,0.9090909090909092,0.0
0.09090909090909091,0.5666666666666667,0.00445645135894536,-0.1829786997914065,0.6767676767676768,0.5
0.06060606060606061,0.5555555555555556,-0.05445278050983145,-0.29326063751281184,0.25252525252525254,0.25
0.23232323232323235,0.7777777777777777,-0.12635837992040153,-0.5379727162103978,0.4545454545454546,0.5
0.09090909090909091,0.6111111111111112,-0.01543495880392344,-0.797790965796448,0.05050505050505051,0.25
0.24242424242424243,0.8333333333333333,-0.30825978087523476,-0.22692810009458508,0.8686868686868687,0.0
