X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
0.75,0.42857142857142855,-0.6224575641033309,-0.1323074396113015,0.8709677419354839,0.0864920744314266,-0.1074198768114708,-0.08361955211895211,-0.405024791222953,-0.22924340769170787,0.7,0.0,0.0
0.75,0.2857142857142857,-0.715965349228054,-1.0041336286276497,0.9277419354838708,0.11819434872501722,-0.7818613612034201,-0.0650481525337562,-0.5354840203059886,0.12729634211374924,0.05555555555555555,0.0,0.0
0.75,0.2857142857142857,-0.8199211946369337,-0.5150598282607468,0.9277419354838708,0.14679531357684356,-0.802685379140121,-0.06359199534758822,-0.44703843249650876,0.0630368611557296,0.1,0.0,0.0
0.875,0.5714285714285714,-0.6224575641033309,-0.1323074396113015,0.9419354838709677,0.11095796002756718,-0.09261512805056563,-0.1543432751995832,-0.725721680340335,-0.6651743846193847,0.4,0.03125,0.0
0.875,0.5714285714285714,-0.5185017186944512,-0.6213812399782043,0.9109677419354838,0.1729841488628532,-0.1222574362020764,-0.1629917868146942,-0.8201934869264483,-0.6256205518488362,0.15555555555555556,0.0,0.0
0.875,0.5714285714285714,0.015033336251261062,-0.5079748631685173,0.9496774193548386,0.290144727773949,-0.5799419742634492,-0.22211844783596696,-0.6170798521980531,0.24474708891482974,0.5555555555555556,0.0,0.0
0.875,0.5714285714285714,-0.05427056068799211,-0.1819256629239154,0.9496774193548386,0.30254996554100627,-0.5811238563811464,-0.11124899745185274,-0.6526750865082337,0.29969249284725125,0.30000000000000004,0.0,0.0
0.875,0.5714285714285714,-0.05427056068799211,-0.1819256629239154,0.9393548387096774,0.4972432804962096,-0.7155888661504674,-0.1411577349843065,-0.6418513311192962,-0.5661480219024521,0.20000000000000004,0.0,0.0
0.875,0.5714285714285714,-0.8048878583856727,-1.023034691429264,0.9329032258064516,0.44245348035837356,-0.8097267737058168,-0.06846026493536939,-0.6154719386837877,-0.25084831963455456,0.5555555555555556,0.0,0.0
0.75,0.42857142857142855,-0.9088437037945524,-0.5339608910623613,0.952258064516129,0.2994486560992419,-0.8168704486850454,-0.06974761447231019,-0.7087542238728697,0.15139068040007536,0.4,0.0,0.0
0.75,0.42857142857142855,-0.9088437037945524,-0.5339608910623613,0.952258064516129,0.2994486560992419,-0.8168704486850454,-0.06974761447231019,-0.6547535097438372,-0.04780487322200544,0.7555555555555555,0.0,0.0
0.75,0.42857142857142855,-0.9088437037945524,-0.5339608910623613,0.9561290322580644,0.24844934527911788,-0.8529900242383197,-0.3441889005439435,-0.6038770540150529,0.10427690869328929,0.4,0.0,0.0
0.625,0.42857142857142855,-0.08892250915761869,-0.0189010628016145,0.5780645161290322,0.2401791867677464,-0.7700795420038027,0.03955413568485366,-0.779160316119747,-0.2627995379400558,0.7,0.0,0.0
0.625,0.42857142857142855,-0.943495652264179,-0.3709362909400604,0.9316129032258065,0.43211578221915925,-0.8025904529522282,-0.06895928509467415,-0.6835643528343927,0.10400521540389152,0.20000000000000004,0.0,0.0
0.625,0.42857142857142855,-0.7702359099160461,-1.186059291551565,0.9574193548387098,0.45554789800137846,-0.8206515422326874,-0.1070077776846399,-0.6710152016292953,0.40026922368649603,0.4555555555555555,0.0,0.0
0.625,0.42857142857142855,-0.9781476007338056,-0.2079116908177595,0.9625806451612903,0.4827705031013094,-0.8432250751522261,-0.18941282832182207,-0.7390160471516177,0.11520927716354895,0.5555555555555556,0.0,0.0
0.5,0.42857142857142855,-0.5531536671640777,-0.45835663985590336,0.9419354838709677,0.11957270847691247,-0.09498364350395636,-0.13273504501930208,-0.41855441289490475,0.12959386678190526,0.5555555555555556,0.0,0.0
0.875,0.42857142857142855,-0.8545731431065603,-0.3520352281384459,0.8541935483870968,0.10923501033769813,-0.7715282124808263,0.0003439896092932368,-0.5984782782858301,-0.030523317326073107,0.5,0.0,0.0
0.625,0.2857142857142857,-0.41454587328557135,-1.110455040345107,0.9096774193548387,0.09235010337698138,-0.08141961066586892,-0.10688027528578342,-0.4946861043599563,0.06857096871320895,0.4,0.0,0.0
0.625,0.2857142857142857,0.06930389693925317,-0.3260492002446018,0.872258064516129,0.09062715368711233,-0.11069556502623272,-0.08339049368517289,-0.38523369591369866,-0.1418286466685294,0.4555555555555555,0.0,0.0
0.625,0.2857142857142857,-0.8048878583856727,-1.023034691429264,0.9329032258064516,0.44245348035837356,-0.8097267737058168,-0.06846026493536939,-0.5916938870662052,0.06634136736740237,0.2555555555555556,0.0,0.0
0.5,0.2857142857142857,-0.943495652264179,-0.3709362909400604,0.9432258064516128,0.26671261199172985,-0.8495477918414802,-0.1049871550723731,-0.5986743723792012,0.10049693922517053,0.2555555555555556,0.0,0.0
0.75,0.2857142857142857,-0.4295792095368323,-0.6024801771765897,0.9754838709677419,0.32804962095106827,-0.29449208304975727,-0.981849005570899,-0.6895905716110262,0.0792995672164204,0.4555555555555555,0.0,0.0
0.75,0.2857142857142857,-0.019618612218365528,-0.34495026304621634,0.9225806451612903,0.37835975189524473,-0.6271653107925309,-0.06693113439024789,-0.6436553387269325,0.06046764319817588,0.6,0.0,0.0
0.75,0.2857142857142857,-0.019618612218365528,-0.34495026304621634,0.9651612903225806,0.4765678842177809,-0.7111473617601444,-0.3130091747912475,-0.676845326312558,0.24454331894778145,0.6,0.0,0.0
0.75,0.2857142857142857,0.015033336251261062,-0.5079748631685173,0.9380645161290323,0.4869055823569952,-0.7075092802527352,-0.13993583071415977,-0.677969483011799,-0.1618152671667144,0.5555555555555556,0.0,0.0
0.75,0.2857142857142857,-0.9781476007338056,-0.2079116908177595,0.950967741935484,0.4024810475534115,-0.7874133536653922,-0.1629385368598945,-0.5684125491004529,0.13667834246169677,0.6,0.0,0.0
0.75,0.2857142857142857,-0.943495652264179,-0.3709362909400604,0.9316129032258065,0.43211578221915925,-0.8025904529522282,-0.06895928509467415,-0.6756296009850343,0.010988423500884248,0.1,0.0,0.0
0.625,0.14285714285714285,-0.9088437037945524,-0.5339608910623613,0.9638709677419355,0.4972432804962096,-0.8447873407669224,-0.0856643147476423,-0.7906115145560954,0.44353510260281404,0.2555555555555556,0.0,0.0
0.625,0.14285714285714285,-0.8741917553249259,-0.6969854911846622,0.9651612903225806,0.5106822880771882,-0.8532105390334532,-0.0850753073464957,-0.7018391032576641,0.1609085273927218,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,-0.9781476007338056,-0.2079116908177595,0.9754838709677419,0.2894555478980014,-0.8204423421616938,-0.2267436312831879,-0.6657471552956533,0.3528158353679627,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,-0.943495652264179,-0.3709362909400604,0.9019354838709677,0.31254307374224677,-0.8300901904089061,-0.06882320007884402,-0.6697732723712796,-0.42952573447137976,0.7999999999999999,0.0,0.0
0.625,0.14285714285714285,-0.9781476007338056,-0.2079116908177595,0.9019354838709677,0.2363886974500345,-0.8248470754238164,-0.04596034299501913,-0.6307793640328837,0.13836455722870786,0.15555555555555556,0.0,0.0
0.625,0.14285714285714285,-0.8741917553249259,-0.6969854911846622,0.9419354838709677,0.2567195037904893,-0.8407876566863627,-0.08058334804278043,-0.5691707215434444,0.06451930595569236,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,-0.943495652264179,-0.3709362909400604,0.9432258064516128,0.26671261199172985,-0.8495477918414802,-0.1049871550723731,-0.6118118058644111,0.19729370059629645,0.2555555555555556,0.0,0.0
0.625,0.14285714285714285,-0.8048878583856727,-1.023034691429264,0.9238709677419354,0.27429359062715375,-0.8528441852423063,-0.05293701413077418,-0.7412251997828019,-0.14494125120487872,0.4555555555555555,0.0,0.0
0.625,0.14285714285714285,-0.715965349228054,-1.0041336286276497,0.9277419354838708,0.11819434872501722,-0.7818613612034201,-0.0650481525337562,-0.5694975450323959,0.282886400207765,0.4555555555555555,0.0,0.0
0.75,0.2857142857142857,-0.8892250915761869,-0.18901062801614502,0.9199999999999999,0.13921433494141972,-0.8001417197622249,-0.09950754441453233,-0.5479024421155052,-0.25631450386968435,0.5555555555555556,0.0,0.0
0.75,0.14285714285714285,-0.8199211946369337,-0.5150598282607468,0.9277419354838708,0.14679531357684356,-0.802685379140121,-0.06359199534758822,-0.4887906149789035,0.18062345460150914,0.4,0.0,0.0
0.375,0.2857142857142857,-0.44919782175519796,-0.9474304402228062,0.8954838709677418,0.08476912474155754,-0.07456738973053059,-0.06268733040555217,-0.5031829345589351,-0.04159153244103175,0.2555555555555556,0.0,0.0
0.375,0.2857142857142857,-0.2713528034399605,-0.9096283146195772,0.784516129032258,0.20503101309441765,-0.42162119330557507,0.0026793665886942868,-0.7010155661168824,0.18939414504831167,0.30000000000000004,0.0,0.0
0.375,0.2857142857142857,-0.019618612218365528,-0.34495026304621634,0.9225806451612903,0.33011716057891116,-0.7320689088923819,-0.10784142696629179,-0.6081254691145422,0.04919565811616888,0.7,0.0,0.0
0.375,0.2857142857142857,0.08433723319051424,-0.8340240634131192,0.9819354838709676,0.3694004135079256,-0.768931149261234,-0.2500013682739119,-0.6442827817743433,-0.09903823100865755,0.5555555555555556,0.0,0.0
